Grid ID,X-Permutation,O-Permutation,Knot Type,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
G937,"(0, 9, 8, 3, 2, 4, 5, 1, 7, 6)","(7, 1, 0, 9, 5, 6, 3, 4, 2, 8)",8a14,-9,-2,--,--,G936
G938,"(0, 8, 7, 2, 3, 9, 1, 6, 5, 4)","(5, 1, 9, 8, 0, 2, 4, 3, 7, 6)",8a14,-9,-2,--,--,G939
G939,"(0, 4, 9, 5, 2, 3, 8, 7, 6, 1)","(2, 1, 3, 0, 4, 6, 5, 9, 8, 7)",8a14,-9,-2,--,--,G938
G940,"(0, 9, 1, 4, 5, 3, 2, 8, 7, 6)","(7, 3, 5, 0, 2, 1, 6, 4, 9, 8)",8a14,-9,0,?,G942,?
G941,"(0, 3, 1, 2, 8, 5, 4, 7, 6, 9)","(8, 9, 7, 4, 3, 2, 6, 5, 0, 1)",8a14,-9,0,G947,G948,G946
G942,"(0, 9, 4, 2, 7, 6, 5, 1, 3, 8)","(3, 1, 0, 6, 5, 4, 8, 7, 9, 2)",8a14,-9,0,?,G940,?
G943,"(0, 9, 1, 7, 6, 8, 3, 5, 2, 4)","(8, 3, 5, 2, 1, 4, 7, 0, 6, 9)",8a14,-9,0,G949,G945,G944
G944,"(0, 3, 1, 8, 7, 9, 5, 4, 6, 2)","(5, 9, 6, 2, 0, 4, 3, 1, 8, 7)",8a14,-9,0,G945,G949,G943
G945,"(0, 3, 9, 2, 1, 6, 8, 5, 4, 7)","(6, 8, 5, 7, 3, 2, 4, 0, 9, 1)",8a14,-9,0,G944,G943,G949
G946,"(0, 3, 2, 9, 4, 8, 5, 7, 6, 1)","(2, 1, 7, 5, 6, 0, 3, 4, 9, 8)",8a14,-9,0,G948,G947,G941
G947,"(0, 7, 4, 5, 2, 3, 9, 8, 6, 1)","(2, 1, 8, 3, 4, 7, 6, 5, 0, 9)",8a14,-9,0,G941,G946,G948
G948,"(0, 8, 9, 1, 2, 7, 4, 3, 6, 5)","(7, 6, 2, 3, 0, 1, 9, 5, 4, 8)",8a14,-9,0,G946,G941,G947
G949,"(0, 8, 5, 4, 2, 6, 3, 9, 7, 1)","(2, 1, 3, 9, 7, 0, 8, 5, 4, 6)",8a14,-9,0,G943,G944,G945
G950,"(0, 1, 3, 2, 9, 6, 5, 4, 8, 7)","(2, 9, 0, 8, 4, 3, 7, 6, 5, 1)",8a14,-9,0,?,G951,?
G951,"(0, 9, 8, 3, 2, 4, 5, 1, 7, 6)","(8, 7, 1, 0, 5, 6, 3, 4, 2, 9)",8a14,-9,0,?,G950,?
G952,"(0, 5, 4, 3, 8, 9, 6, 2, 7, 1)","(4, 3, 2, 6, 5, 7, 1, 8, 0, 9)",8a14,-9,2,--,--,G953
G953,"(0, 9, 8, 3, 5, 1, 2, 7, 6, 4)","(8, 7, 1, 0, 2, 4, 6, 5, 3, 9)",8a14,-9,2,--,--,G952
G954,"(0, 9, 5, 1, 2, 4, 3, 8, 7, 6)","(8, 4, 2, 3, 0, 1, 7, 6, 5, 9)",8a14,-9,2,--,--,G955
G955,"(0, 3, 4, 6, 5, 2, 9, 8, 7, 1)","(4, 5, 2, 3, 1, 8, 7, 6, 0, 9)",8a14,-9,2,--,--,G954
G1806,"(0, 1, 4, 5, 6, 9, 8, 2, 3, 7)","(5, 8, 6, 7, 3, 4, 0, 9, 1, 2)",m8a14,-1,0,?,?,G1811
G1807,"(0, 8, 9, 3, 1, 4, 2, 7, 5, 6)","(4, 2, 7, 8, 5, 9, 6, 3, 0, 1)",m8a14,-1,0,G1809,?,?
G1808,"(0, 2, 4, 7, 8, 5, 6, 3, 1, 9)","(8, 5, 9, 1, 6, 7, 2, 0, 4, 3)",m8a14,-1,0,?,?,G1810
G1809,"(0, 6, 7, 9, 2, 3, 5, 1, 4, 8)","(3, 1, 5, 6, 4, 8, 0, 7, 9, 2)",m8a14,-1,0,G1807,?,?
G1810,"(0, 3, 9, 4, 7, 8, 5, 6, 1, 2)","(5, 8, 1, 0, 3, 6, 7, 2, 4, 9)",m8a14,-1,0,?,?,G1808
G1811,"(0, 1, 6, 3, 2, 7, 8, 4, 5, 9)","(7, 9, 0, 8, 4, 3, 5, 6, 1, 2)",m8a14,-1,0,?,?,G1806
G956,"(0, 9, 8, 2, 4, 3, 1, 7, 6, 5)","(6, 3, 1, 0, 9, 5, 4, 2, 8, 7)",8a15,-13,-2,--,--,G959
G957,"(0, 4, 9, 8, 3, 2, 1, 7, 6, 5)","(6, 8, 5, 1, 0, 4, 3, 2, 9, 7)",8a15,-13,-2,--,--,?
G958,"(0, 6, 9, 5, 4, 2, 3, 8, 7, 1)","(2, 1, 3, 0, 7, 6, 5, 4, 9, 8)",8a15,-13,-2,--,--,G958
G959,"(0, 9, 7, 4, 3, 2, 8, 6, 5, 1)","(8, 2, 1, 0, 5, 4, 3, 9, 7, 6)",8a15,-13,-2,--,--,G956
G960,"(0, 4, 3, 2, 9, 8, 6, 7, 5, 1)","(3, 2, 1, 7, 5, 4, 9, 0, 8, 6)",8a15,-13,0,G965,G962,G961
G961,"(0, 1, 6, 5, 3, 9, 8, 7, 4, 2)","(3, 4, 2, 1, 8, 7, 6, 0, 9, 5)",8a15,-13,0,G962,G965,G960
G962,"(0, 9, 3, 2, 8, 7, 5, 6, 4, 1)","(2, 1, 0, 5, 6, 4, 9, 3, 8, 7)",8a15,-13,0,G961,G960,G965
G963,"(0, 9, 7, 2, 6, 1, 8, 5, 4, 3)","(5, 1, 0, 9, 8, 7, 4, 3, 2, 6)",8a15,-13,0,?,G964,?
G964,"(0, 9, 3, 2, 8, 7, 5, 6, 4, 1)","(2, 1, 0, 7, 6, 4, 3, 9, 8, 5)",8a15,-13,0,?,G963,?
G965,"(0, 8, 9, 7, 6, 3, 2, 1, 5, 4)","(7, 5, 6, 1, 0, 8, 4, 3, 2, 9)",8a15,-13,0,G960,G961,G962
G966,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(6, 4, 0, 5, 1, 9, 7, 3, 2, 8)",8a15,-13,0,G966,G967,G967
G967,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(8, 5, 1, 4, 0, 7, 9, 3, 2, 6)",8a15,-13,0,G967,G966,G966
G968,"(0, 9, 8, 4, 3, 2, 7, 6, 1, 5)","(8, 6, 3, 2, 1, 5, 4, 0, 7, 9)",8a15,-13,2,--,--,?
G969,"(0, 9, 8, 4, 2, 1, 3, 7, 6, 5)","(8, 7, 3, 1, 0, 6, 5, 4, 2, 9)",8a15,-13,2,--,--,G970
G970,"(0, 6, 5, 3, 9, 8, 7, 4, 2, 1)","(5, 4, 2, 8, 7, 6, 1, 0, 9, 3)",8a15,-13,2,--,--,G969
G971,"(0, 4, 3, 8, 9, 7, 6, 2, 5, 1)","(3, 2, 7, 6, 5, 4, 1, 8, 0, 9)",8a15,-13,2,--,--,G971
G1812,"(0, 1, 2, 3, 4, 8, 9, 5, 6, 7)","(3, 9, 4, 5, 0, 2, 6, 7, 8, 1)",m8a15,3,0,G1815,?,?
G1813,"(0, 3, 4, 5, 6, 1, 2, 8, 9, 7)","(5, 6, 8, 7, 2, 3, 9, 0, 4, 1)",m8a15,3,0,?,G1813,?
G1814,"(0, 6, 7, 9, 1, 2, 4, 3, 5, 8)","(3, 4, 5, 6, 8, 0, 1, 7, 9, 2)",m8a15,3,0,G1814,G1814,G1814
G1815,"(0, 3, 4, 5, 1, 2, 6, 7, 9, 8)","(7, 8, 2, 3, 4, 9, 0, 5, 6, 1)",m8a15,3,0,G1812,?,?
G1816,"(0, 4, 5, 6, 1, 7, 8, 2, 3, 9)","(8, 9, 2, 4, 5, 3, 6, 7, 0, 1)",m8a15,3,0,?,G1816,?
G1817,"(0, 3, 5, 4, 6, 8, 7, 9, 1, 2)","(4, 6, 7, 9, 0, 5, 1, 2, 3, 8)",m8a15,3,0,G1817,?,?
G972,"(0, 1, 3, 2, 4, 5, 9, 8, 6, 7)","(2, 5, 8, 6, 7, 3, 4, 0, 9, 1)",8a16,-2,-1,--,--,G974
G973,"(0, 1, 2, 6, 5, 3, 4, 7, 9, 8)","(4, 9, 0, 1, 7, 6, 8, 2, 5, 3)",8a16,-2,-1,--,--,?
G974,"(0, 2, 3, 6, 7, 5, 4, 8, 9, 1)","(3, 4, 9, 1, 2, 0, 6, 5, 7, 8)",8a16,-2,-1,--,--,G972
G975,"(0, 1, 9, 8, 2, 3, 5, 4, 6, 7)","(6, 8, 7, 3, 4, 0, 1, 9, 2, 5)",8a16,-2,1,--,--,G977
G976,"(0, 9, 1, 4, 5, 3, 2, 6, 7, 8)","(5, 3, 6, 0, 2, 1, 7, 8, 9, 4)",8a16,-2,1,--,--,?
G977,"(0, 2, 3, 7, 6, 4, 5, 8, 9, 1)","(3, 4, 6, 5, 1, 9, 0, 2, 7, 8)",8a16,-2,1,--,--,G975
G1830,"(0, 9, 5, 6, 4, 3, 7, 2, 1, 8)","(7, 1, 8, 0, 9, 5, 4, 6, 3, 2)",m8a16,-8,-3,--,--,G1831
G1831,"(0, 7, 9, 8, 4, 3, 5, 2, 6, 1)","(2, 1, 6, 0, 9, 7, 8, 4, 3, 5)",m8a16,-8,-3,--,--,G1830
G1832,"(0, 8, 7, 4, 3, 5, 6, 9, 2, 1)","(2, 1, 9, 8, 6, 7, 0, 4, 5, 3)",m8a16,-8,-3,--,--,?
G1818,"(0, 9, 7, 8, 2, 5, 6, 4, 3, 1)","(2, 1, 0, 4, 6, 7, 3, 9, 8, 5)",m8a16,-8,-1,--,--,G1823
G1819,"(0, 2, 3, 9, 8, 6, 7, 5, 4, 1)","(3, 4, 8, 7, 1, 0, 2, 9, 6, 5)",m8a16,-8,-1,--,--,G1822
G1820,"(0, 9, 8, 1, 2, 4, 7, 3, 6, 5)","(6, 4, 2, 3, 5, 0, 1, 9, 8, 7)",m8a16,-8,-1,--,--,G1826
G1821,"(0, 7, 1, 4, 6, 5, 3, 9, 8, 2)","(3, 9, 8, 0, 2, 1, 7, 6, 4, 5)",m8a16,-8,-1,--,--,G1821
G1822,"(0, 2, 3, 9, 8, 6, 7, 5, 4, 1)","(5, 7, 1, 2, 0, 9, 4, 3, 8, 6)",m8a16,-8,-1,--,--,G1819
G1823,"(0, 9, 2, 3, 5, 8, 7, 1, 6, 4)","(5, 3, 4, 6, 1, 2, 0, 9, 8, 7)",m8a16,-8,-1,--,--,G1818
G1824,"(0, 2, 4, 6, 5, 9, 8, 7, 3, 1)","(4, 5, 7, 3, 1, 2, 0, 9, 8, 6)",m8a16,-8,-1,--,--,G1827
G1825,"(0, 7, 3, 6, 5, 4, 9, 8, 1, 2)","(4, 1, 9, 0, 8, 7, 5, 2, 3, 6)",m8a16,-8,-1,--,--,G1828
G1826,"(0, 3, 4, 7, 5, 9, 8, 6, 2, 1)","(5, 6, 2, 3, 1, 4, 0, 9, 8, 7)",m8a16,-8,-1,--,--,G1820
G1827,"(0, 4, 6, 5, 9, 8, 7, 2, 1, 3)","(5, 2, 3, 1, 4, 0, 9, 8, 6, 7)",m8a16,-8,-1,--,--,G1824
G1828,"(0, 4, 2, 3, 6, 9, 8, 7, 5, 1)","(6, 7, 5, 1, 2, 4, 0, 3, 9, 8)",m8a16,-8,-1,--,--,G1825
G1829,"(0, 2, 4, 5, 9, 7, 8, 6, 3, 1)","(5, 6, 1, 3, 4, 0, 2, 9, 8, 7)",m8a16,-8,-1,--,--,?
G1833,"(0, 8, 4, 3, 2, 6, 5, 7, 9, 1)","(5, 3, 2, 1, 9, 0, 8, 4, 6, 7)",m8a16,-8,1,--,--,G1842
G1834,"(0, 9, 5, 3, 2, 6, 4, 7, 8, 1)","(4, 3, 2, 1, 7, 0, 8, 9, 5, 6)",m8a16,-8,1,--,--,G1843
G1835,"(0, 8, 3, 7, 6, 9, 1, 2, 5, 4)","(7, 6, 5, 4, 2, 3, 8, 0, 1, 9)",m8a16,-8,1,--,--,G1836
G1836,"(0, 8, 7, 5, 6, 9, 3, 4, 2, 1)","(6, 3, 2, 8, 4, 5, 7, 1, 0, 9)",m8a16,-8,1,--,--,G1835
G1837,"(0, 6, 4, 3, 2, 5, 8, 9, 7, 1)","(3, 2, 8, 1, 7, 9, 0, 6, 4, 5)",m8a16,-8,1,--,--,G1839
G1838,"(0, 8, 5, 3, 4, 2, 6, 7, 9, 1)","(4, 3, 2, 9, 1, 7, 8, 0, 5, 6)",m8a16,-8,1,--,--,?
G1839,"(0, 1, 4, 3, 8, 7, 6, 9, 5, 2)","(6, 9, 0, 7, 5, 4, 2, 3, 1, 8)",m8a16,-8,1,--,--,G1837
G1840,"(0, 7, 6, 4, 5, 3, 2, 8, 9, 1)","(6, 5, 2, 9, 1, 0, 4, 3, 7, 8)",m8a16,-8,1,--,--,G1841
G1841,"(0, 7, 6, 4, 5, 3, 2, 8, 9, 1)","(5, 3, 8, 7, 2, 1, 9, 0, 4, 6)",m8a16,-8,1,--,--,G1840
G1842,"(0, 2, 1, 6, 5, 4, 8, 7, 9, 3)","(6, 7, 5, 4, 3, 9, 2, 0, 1, 8)",m8a16,-8,1,--,--,G1833
G1843,"(0, 9, 2, 8, 1, 3, 4, 7, 6, 5)","(8, 7, 6, 4, 5, 0, 2, 3, 1, 9)",m8a16,-8,1,--,--,G1834
G1844,"(0, 4, 3, 9, 7, 6, 8, 1, 5, 2)","(7, 8, 6, 5, 1, 0, 2, 4, 3, 9)",m8a16,-8,1,--,--,G1844
G1845,"(0, 7, 6, 1, 5, 4, 2, 3, 9, 8)","(6, 5, 2, 4, 3, 9, 8, 0, 7, 1)",m8a16,-8,3,--,--,G1846
G1846,"(0, 5, 9, 6, 8, 7, 3, 2, 4, 1)","(6, 8, 7, 3, 4, 2, 1, 5, 0, 9)",m8a16,-8,3,--,--,G1845
G1847,"(0, 9, 2, 5, 6, 8, 7, 4, 3, 1)","(8, 6, 7, 1, 4, 5, 3, 2, 0, 9)",m8a16,-8,3,--,--,?
G978,"(0, 9, 1, 2, 5, 6, 8, 7, 4, 3)","(4, 2, 3, 6, 7, 0, 1, 9, 8, 5)",8a17,-5,-2,--,--,G983
G979,"(0, 8, 9, 2, 5, 6, 7, 4, 3, 1)","(2, 1, 3, 6, 7, 8, 0, 9, 5, 4)",8a17,-5,-2,--,--,G981
G980,"(0, 2, 1, 3, 9, 6, 8, 7, 4, 5)","(4, 6, 5, 7, 2, 0, 1, 9, 8, 3)",8a17,-5,-2,--,--,G982
G981,"(0, 5, 4, 1, 2, 3, 8, 9, 7, 6)","(7, 9, 6, 5, 0, 1, 2, 4, 3, 8)",8a17,-5,-2,--,--,G979
G982,"(0, 8, 9, 1, 5, 7, 6, 2, 4, 3)","(4, 2, 3, 6, 8, 0, 9, 7, 1, 5)",8a17,-5,-2,--,--,G980
G983,"(0, 5, 4, 6, 7, 3, 2, 8, 9, 1)","(2, 1, 9, 0, 5, 6, 4, 3, 7, 8)",8a17,-5,-2,--,--,G978
G984,"(0, 5, 4, 3, 6, 7, 8, 1, 9, 2)","(3, 2, 1, 9, 0, 5, 6, 7, 4, 8)",8a17,-5,0,G986,G987,G989
G985,"(0, 9, 3, 2, 4, 1, 5, 7, 6, 8)","(7, 1, 0, 8, 9, 6, 3, 4, 2, 5)",8a17,-5,0,G992,G999,G988
G986,"(0, 1, 9, 8, 7, 5, 2, 3, 4, 6)","(5, 7, 4, 6, 0, 9, 8, 1, 2, 3)",8a17,-5,0,G984,G989,G987
G987,"(0, 1, 6, 7, 8, 5, 9, 4, 3, 2)","(4, 7, 8, 9, 2, 0, 3, 1, 6, 5)",8a17,-5,0,G989,G984,G986
G988,"(0, 8, 7, 9, 1, 3, 2, 4, 6, 5)","(6, 3, 1, 2, 4, 0, 5, 8, 9, 7)",8a17,-5,0,G999,G992,G985
G989,"(0, 9, 2, 3, 4, 6, 8, 5, 7, 1)","(6, 3, 4, 5, 7, 1, 2, 0, 9, 8)",8a17,-5,0,G987,G986,G984
G990,"(0, 8, 9, 2, 6, 7, 3, 1, 5, 4)","(5, 3, 4, 7, 8, 1, 0, 9, 2, 6)",8a17,-5,0,G991,G998,G997
G991,"(0, 1, 9, 8, 5, 4, 6, 2, 3, 7)","(5, 6, 4, 0, 3, 7, 9, 8, 1, 2)",8a17,-5,0,G990,G997,G998
G992,"(0, 1, 3, 2, 5, 4, 9, 7, 6, 8)","(2, 4, 9, 7, 8, 6, 5, 3, 0, 1)",8a17,-5,0,G985,G988,G999
G993,"(0, 9, 2, 1, 6, 4, 5, 3, 7, 8)","(7, 4, 5, 3, 2, 8, 0, 9, 1, 6)",8a17,-5,0,G996,G994,G995
G994,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(8, 4, 6, 5, 7, 2, 3, 0, 1, 9)",8a17,-5,0,G995,G993,G996
G995,"(0, 9, 2, 1, 6, 4, 5, 3, 7, 8)","(6, 5, 7, 3, 2, 0, 1, 8, 9, 4)",8a17,-5,0,G994,G996,G993
G996,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(8, 6, 7, 4, 5, 0, 2, 1, 3, 9)",8a17,-5,0,G993,G995,G994
G997,"(0, 7, 8, 4, 5, 3, 2, 6, 9, 1)","(3, 1, 6, 7, 2, 9, 8, 0, 4, 5)",8a17,-5,0,G998,G991,G990
G998,"(0, 1, 4, 5, 8, 7, 9, 3, 6, 2)","(5, 6, 9, 3, 4, 0, 2, 1, 8, 7)",8a17,-5,0,G997,G990,G991
G999,"(0, 9, 3, 2, 4, 1, 5, 6, 8, 7)","(6, 1, 0, 8, 9, 7, 3, 4, 5, 2)",8a17,-5,0,G988,G985,G992
G1000,"(0, 9, 7, 8, 3, 4, 5, 2, 1, 6)","(8, 3, 2, 4, 5, 6, 1, 0, 7, 9)",8a17,-5,2,--,--,G1002
G1001,"(0, 2, 3, 9, 8, 4, 5, 7, 6, 1)","(3, 4, 8, 7, 5, 6, 1, 2, 0, 9)",8a17,-5,2,--,--,G1005
G1002,"(0, 8, 7, 4, 5, 6, 9, 2, 3, 1)","(7, 6, 2, 1, 3, 4, 5, 8, 0, 9)",8a17,-5,2,--,--,G1000
G1003,"(0, 9, 1, 7, 6, 8, 2, 4, 5, 3)","(8, 2, 6, 4, 3, 5, 7, 0, 1, 9)",8a17,-5,2,--,--,G1004
G1004,"(0, 1, 8, 7, 9, 6, 2, 4, 3, 5)","(2, 7, 6, 4, 5, 3, 8, 0, 9, 1)",8a17,-5,2,--,--,G1003
G1005,"(0, 9, 6, 5, 7, 8, 1, 2, 4, 3)","(8, 5, 4, 2, 3, 6, 7, 0, 1, 9)",8a17,-5,2,--,--,G1001
G1006,"(0, 4, 6, 5, 1, 3, 2, 8, 7, 9)","(5, 8, 9, 7, 6, 0, 4, 3, 1, 2)",8a18,-5,-2,--,--,G1006
G1007,"(0, 2, 1, 5, 4, 7, 6, 8, 9, 3)","(5, 6, 4, 3, 9, 2, 0, 1, 7, 8)",8a18,-5,0,?,?,G1008
G1008,"(0, 5, 4, 7, 6, 8, 9, 1, 3, 2)","(4, 3, 1, 2, 9, 0, 5, 7, 8, 6)",8a18,-5,0,?,?,G1007
G1009,"(0, 4, 5, 3, 2, 1, 6, 8, 7, 9)","(6, 8, 2, 9, 7, 4, 3, 5, 0, 1)",8a18,-5,0,?,?,?
G1010,"(0, 2, 1, 7, 6, 8, 4, 3, 5, 9)","(7, 8, 6, 5, 9, 3, 2, 0, 1, 4)",8a18,-5,2,--,--,G1010
G180,"(0, 6, 7, 9, 5, 8, 1, 2, 4, 3)","(4, 8, 1, 2, 0, 3, 6, 7, 9, 5)",10n2,-4,-1,--,--,G180
G181,"(0, 9, 1, 2, 5, 8, 4, 6, 7, 3)","(8, 4, 6, 7, 0, 3, 1, 2, 5, 9)",10n2,-4,1,--,--,G181
G1185,"(0, 7, 6, 8, 9, 4, 3, 5, 2, 1)","(2, 1, 9, 0, 5, 7, 6, 8, 4, 3)",m10n2,-6,-3,--,--,G1185
G1184,"(0, 7, 4, 8, 6, 5, 9, 2, 3, 1)","(5, 2, 9, 1, 0, 7, 3, 4, 8, 6)",m10n2,-6,-1,--,--,G1184
G1186,"(0, 8, 9, 2, 6, 5, 3, 7, 4, 1)","(5, 3, 7, 8, 4, 1, 0, 2, 9, 6)",m10n2,-6,1,--,--,G1186
G1187,"(0, 9, 6, 8, 7, 2, 3, 5, 4, 1)","(8, 7, 3, 5, 4, 6, 1, 2, 0, 9)",m10n2,-6,3,--,--,G1187
G249,"(0, 2, 1, 3, 6, 7, 8, 9, 5, 4)","(3, 5, 4, 7, 8, 9, 0, 2, 1, 6)",10n3,0,-1,--,--,G249
G250,"(0, 2, 8, 7, 3, 4, 5, 6, 9, 1)","(6, 9, 1, 0, 8, 2, 3, 4, 5, 7)",10n3,0,-1,--,--,G249
G251,"(0, 9, 5, 6, 7, 8, 1, 3, 2, 4)","(8, 3, 2, 4, 5, 6, 7, 0, 9, 1)",10n3,0,1,--,--,G251
G252,"(0, 2, 5, 6, 7, 8, 4, 3, 9, 1)","(4, 6, 7, 8, 9, 3, 1, 0, 2, 5)",10n3,0,1,--,--,G251
G1269,"(0, 4, 3, 2, 1, 8, 6, 7, 5, 9)","(6, 7, 5, 4, 3, 2, 9, 0, 8, 1)",m10n3,-10,-3,--,--,G1269
G1268,"(0, 6, 7, 9, 8, 5, 2, 3, 4, 1)","(4, 8, 2, 3, 1, 0, 6, 7, 9, 5)",m10n3,-10,-1,--,--,G1268
G1270,"(0, 7, 8, 9, 6, 3, 2, 4, 5, 1)","(6, 2, 4, 5, 1, 0, 8, 9, 3, 7)",m10n3,-10,1,--,--,G1270
G1271,"(0, 4, 2, 3, 1, 8, 7, 6, 5, 9)","(8, 1, 9, 0, 7, 6, 5, 4, 2, 3)",m10n3,-10,3,--,--,G1271
G285,"(0, 9, 8, 7, 4, 6, 5, 3, 1, 2)","(3, 1, 0, 9, 8, 2, 7, 6, 4, 5)",10n4,-13,-4,--,--,G286
G286,"(0, 8, 9, 7, 4, 6, 5, 3, 2, 1)","(2, 1, 5, 0, 8, 9, 7, 6, 4, 3)",10n4,-13,-4,--,--,G285
G279,"(0, 7, 9, 6, 1, 5, 4, 3, 2, 8)","(5, 1, 2, 0, 8, 9, 7, 6, 4, 3)",10n4,-13,-2,--,--,G284
G280,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(3, 1, 6, 2, 0, 8, 7, 5, 4, 9)",10n4,-13,-2,--,--,G281
G281,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(4, 1, 3, 0, 8, 7, 2, 6, 5, 9)",10n4,-13,-2,--,--,G280
G282,"(0, 1, 3, 2, 9, 6, 5, 8, 7, 4)","(6, 7, 5, 4, 3, 2, 0, 1, 9, 8)",10n4,-13,-2,--,--,G282
G283,"(0, 5, 4, 9, 8, 7, 6, 3, 1, 2)","(4, 3, 1, 2, 0, 9, 8, 7, 5, 6)",10n4,-13,-2,--,--,G283
G284,"(0, 9, 8, 7, 5, 3, 1, 4, 2, 6)","(4, 1, 0, 2, 9, 8, 6, 7, 5, 3)",10n4,-13,-2,--,--,G279
G287,"(0, 4, 3, 9, 6, 8, 5, 7, 2, 1)","(6, 8, 5, 4, 2, 3, 1, 0, 9, 7)",10n4,-13,0,G288,G290,G292
G288,"(0, 9, 7, 8, 6, 2, 1, 4, 5, 3)","(5, 4, 2, 3, 1, 0, 7, 8, 9, 6)",10n4,-13,0,G287,G292,G290
G289,"(0, 7, 9, 4, 6, 1, 5, 3, 2, 8)","(5, 1, 3, 2, 0, 8, 9, 7, 6, 4)",10n4,-13,0,G293,G294,G291
G290,"(0, 4, 2, 3, 9, 7, 8, 6, 5, 1)","(7, 8, 6, 5, 4, 1, 2, 3, 0, 9)",10n4,-13,0,G292,G287,G288
G291,"(0, 5, 8, 7, 3, 6, 4, 1, 9, 2)","(4, 1, 3, 2, 9, 0, 8, 7, 5, 6)",10n4,-13,0,G294,G293,G289
G292,"(0, 1, 8, 7, 6, 4, 5, 3, 2, 9)","(6, 7, 5, 2, 1, 9, 0, 8, 4, 3)",10n4,-13,0,G290,G288,G287
G293,"(0, 2, 1, 8, 9, 7, 6, 4, 5, 3)","(4, 7, 6, 2, 5, 3, 0, 8, 1, 9)",10n4,-13,0,G289,G291,G294
G294,"(0, 8, 7, 5, 6, 2, 4, 3, 1, 9)","(6, 4, 3, 9, 1, 8, 0, 5, 7, 2)",10n4,-13,0,G291,G289,G293
G295,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 7, 6, 0, 5, 4, 2, 9, 1, 8)",10n4,-13,2,--,--,G297
G296,"(0, 6, 5, 4, 3, 7, 2, 9, 1, 8)","(5, 4, 2, 1, 9, 0, 8, 6, 7, 3)",10n4,-13,2,--,--,G298
G297,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 8, 7, 5, 4, 2, 0, 6, 1, 9)",10n4,-13,2,--,--,G295
G298,"(0, 4, 2, 5, 3, 1, 9, 8, 7, 6)","(3, 1, 9, 0, 8, 7, 4, 6, 5, 2)",10n4,-13,2,--,--,G296
G299,"(0, 1, 9, 6, 5, 4, 3, 8, 7, 2)","(6, 7, 5, 4, 3, 2, 0, 1, 9, 8)",10n4,-13,2,--,--,G299
G300,"(0, 7, 6, 9, 8, 5, 2, 1, 3, 4)","(6, 5, 3, 4, 2, 1, 0, 9, 7, 8)",10n4,-13,2,--,--,G300
G301,"(0, 9, 8, 6, 5, 7, 4, 2, 3, 1)","(8, 7, 5, 4, 2, 3, 1, 6, 0, 9)",10n4,-13,4,--,--,G302
G302,"(0, 1, 9, 7, 6, 8, 5, 4, 3, 2)","(7, 8, 6, 5, 0, 4, 3, 2, 1, 9)",10n4,-13,4,--,--,G301
G1312,"(0, 1, 2, 4, 5, 7, 6, 8, 3, 9)","(8, 9, 0, 1, 3, 4, 2, 5, 7, 6)",m10n4,3,0,G1315,G1314,G1313
G1313,"(0, 1, 2, 3, 9, 4, 5, 7, 6, 8)","(2, 3, 4, 7, 5, 6, 8, 0, 9, 1)",m10n4,3,0,G1314,G1315,G1312
G1314,"(0, 3, 5, 4, 6, 7, 8, 9, 1, 2)","(4, 6, 1, 7, 8, 9, 0, 2, 3, 5)",m10n4,3,0,G1313,G1312,G1315
G1315,"(0, 1, 3, 5, 4, 6, 7, 8, 9, 2)","(4, 9, 0, 2, 1, 3, 5, 6, 7, 8)",m10n4,3,0,G1312,G1313,G1314
G303,"(0, 1, 6, 4, 8, 9, 3, 2, 7, 5)","(2, 9, 0, 7, 5, 6, 8, 4, 3, 1)",10n6,-6,-1,--,--,G305
G304,"(0, 9, 4, 2, 6, 7, 3, 1, 5, 8)","(3, 1, 0, 7, 8, 5, 6, 4, 9, 2)",10n6,-6,-1,--,--,G309
G305,"(0, 6, 5, 2, 8, 1, 7, 3, 4, 9)","(8, 9, 7, 6, 3, 4, 2, 5, 0, 1)",10n6,-6,-1,--,--,G303
G306,"(0, 6, 7, 9, 5, 1, 8, 2, 4, 3)","(4, 8, 1, 2, 0, 6, 3, 7, 9, 5)",10n6,-6,-1,--,--,G310
G307,"(0, 1, 3, 2, 8, 9, 7, 5, 6, 4)","(5, 6, 0, 9, 1, 4, 3, 8, 2, 7)",10n6,-6,-1,--,--,G308
G308,"(0, 9, 6, 4, 5, 3, 1, 2, 7, 8)","(5, 3, 2, 7, 8, 6, 4, 0, 9, 1)",10n6,-6,-1,--,--,G307
G309,"(0, 6, 2, 8, 9, 3, 5, 4, 1, 7)","(4, 1, 9, 0, 7, 8, 2, 6, 5, 3)",10n6,-6,-1,--,--,G304
G310,"(0, 6, 3, 4, 8, 5, 2, 7, 9, 1)","(2, 1, 7, 9, 3, 0, 6, 4, 5, 8)",10n6,-6,-1,--,--,G306
