Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
8a14,G937,"(0, 9, 8, 3, 2, 4, 5, 1, 7, 6)","(7, 1, 0, 9, 5, 6, 3, 4, 2, 8)",-9,-2,--,--,G936
8a14,G938,"(0, 8, 7, 2, 3, 9, 1, 6, 5, 4)","(5, 1, 9, 8, 0, 2, 4, 3, 7, 6)",-9,-2,--,--,G939
8a14,G939,"(0, 4, 9, 5, 2, 3, 8, 7, 6, 1)","(2, 1, 3, 0, 4, 6, 5, 9, 8, 7)",-9,-2,--,--,G938
8a14,G940,"(0, 9, 1, 4, 5, 3, 2, 8, 7, 6)","(7, 3, 5, 0, 2, 1, 6, 4, 9, 8)",-9,0,?,G942,?
8a14,G941,"(0, 3, 1, 2, 8, 5, 4, 7, 6, 9)","(8, 9, 7, 4, 3, 2, 6, 5, 0, 1)",-9,0,G947,G948,G946
8a14,G942,"(0, 9, 4, 2, 7, 6, 5, 1, 3, 8)","(3, 1, 0, 6, 5, 4, 8, 7, 9, 2)",-9,0,?,G940,?
8a14,G943,"(0, 9, 1, 7, 6, 8, 3, 5, 2, 4)","(8, 3, 5, 2, 1, 4, 7, 0, 6, 9)",-9,0,G949,G945,G944
8a14,G944,"(0, 3, 1, 8, 7, 9, 5, 4, 6, 2)","(5, 9, 6, 2, 0, 4, 3, 1, 8, 7)",-9,0,G945,G949,G943
8a14,G945,"(0, 3, 9, 2, 1, 6, 8, 5, 4, 7)","(6, 8, 5, 7, 3, 2, 4, 0, 9, 1)",-9,0,G944,G943,G949
8a14,G946,"(0, 3, 2, 9, 4, 8, 5, 7, 6, 1)","(2, 1, 7, 5, 6, 0, 3, 4, 9, 8)",-9,0,G948,G947,G941
8a14,G947,"(0, 7, 4, 5, 2, 3, 9, 8, 6, 1)","(2, 1, 8, 3, 4, 7, 6, 5, 0, 9)",-9,0,G941,G946,G948
8a14,G948,"(0, 8, 9, 1, 2, 7, 4, 3, 6, 5)","(7, 6, 2, 3, 0, 1, 9, 5, 4, 8)",-9,0,G946,G941,G947
8a14,G949,"(0, 8, 5, 4, 2, 6, 3, 9, 7, 1)","(2, 1, 3, 9, 7, 0, 8, 5, 4, 6)",-9,0,G943,G944,G945
8a14,G950,"(0, 1, 3, 2, 9, 6, 5, 4, 8, 7)","(2, 9, 0, 8, 4, 3, 7, 6, 5, 1)",-9,0,?,G951,?
8a14,G951,"(0, 9, 8, 3, 2, 4, 5, 1, 7, 6)","(8, 7, 1, 0, 5, 6, 3, 4, 2, 9)",-9,0,?,G950,?
8a14,G952,"(0, 5, 4, 3, 8, 9, 6, 2, 7, 1)","(4, 3, 2, 6, 5, 7, 1, 8, 0, 9)",-9,2,--,--,G953
8a14,G953,"(0, 9, 8, 3, 5, 1, 2, 7, 6, 4)","(8, 7, 1, 0, 2, 4, 6, 5, 3, 9)",-9,2,--,--,G952
8a14,G954,"(0, 9, 5, 1, 2, 4, 3, 8, 7, 6)","(8, 4, 2, 3, 0, 1, 7, 6, 5, 9)",-9,2,--,--,G955
8a14,G955,"(0, 3, 4, 6, 5, 2, 9, 8, 7, 1)","(4, 5, 2, 3, 1, 8, 7, 6, 0, 9)",-9,2,--,--,G954
m8a14,G1806,"(0, 1, 4, 5, 6, 9, 8, 2, 3, 7)","(5, 8, 6, 7, 3, 4, 0, 9, 1, 2)",-1,0,?,?,G1811
m8a14,G1807,"(0, 8, 9, 3, 1, 4, 2, 7, 5, 6)","(4, 2, 7, 8, 5, 9, 6, 3, 0, 1)",-1,0,G1809,?,?
m8a14,G1808,"(0, 2, 4, 7, 8, 5, 6, 3, 1, 9)","(8, 5, 9, 1, 6, 7, 2, 0, 4, 3)",-1,0,?,?,G1810
m8a14,G1809,"(0, 6, 7, 9, 2, 3, 5, 1, 4, 8)","(3, 1, 5, 6, 4, 8, 0, 7, 9, 2)",-1,0,G1807,?,?
m8a14,G1810,"(0, 3, 9, 4, 7, 8, 5, 6, 1, 2)","(5, 8, 1, 0, 3, 6, 7, 2, 4, 9)",-1,0,?,?,G1808
m8a14,G1811,"(0, 1, 6, 3, 2, 7, 8, 4, 5, 9)","(7, 9, 0, 8, 4, 3, 5, 6, 1, 2)",-1,0,?,?,G1806
8a15,G956,"(0, 9, 8, 2, 4, 3, 1, 7, 6, 5)","(6, 3, 1, 0, 9, 5, 4, 2, 8, 7)",-13,-2,--,--,G959
8a15,G957,"(0, 4, 9, 8, 3, 2, 1, 7, 6, 5)","(6, 8, 5, 1, 0, 4, 3, 2, 9, 7)",-13,-2,--,--,?
8a15,G958,"(0, 6, 9, 5, 4, 2, 3, 8, 7, 1)","(2, 1, 3, 0, 7, 6, 5, 4, 9, 8)",-13,-2,--,--,G958
8a15,G959,"(0, 9, 7, 4, 3, 2, 8, 6, 5, 1)","(8, 2, 1, 0, 5, 4, 3, 9, 7, 6)",-13,-2,--,--,G956
8a15,G960,"(0, 4, 3, 2, 9, 8, 6, 7, 5, 1)","(3, 2, 1, 7, 5, 4, 9, 0, 8, 6)",-13,0,G965,G962,G961
8a15,G961,"(0, 1, 6, 5, 3, 9, 8, 7, 4, 2)","(3, 4, 2, 1, 8, 7, 6, 0, 9, 5)",-13,0,G962,G965,G960
8a15,G962,"(0, 9, 3, 2, 8, 7, 5, 6, 4, 1)","(2, 1, 0, 5, 6, 4, 9, 3, 8, 7)",-13,0,G961,G960,G965
8a15,G963,"(0, 9, 7, 2, 6, 1, 8, 5, 4, 3)","(5, 1, 0, 9, 8, 7, 4, 3, 2, 6)",-13,0,?,G964,?
8a15,G964,"(0, 9, 3, 2, 8, 7, 5, 6, 4, 1)","(2, 1, 0, 7, 6, 4, 3, 9, 8, 5)",-13,0,?,G963,?
8a15,G965,"(0, 8, 9, 7, 6, 3, 2, 1, 5, 4)","(7, 5, 6, 1, 0, 8, 4, 3, 2, 9)",-13,0,G960,G961,G962
8a15,G966,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(6, 4, 0, 5, 1, 9, 7, 3, 2, 8)",-13,0,G966,G967,G967
8a15,G967,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(8, 5, 1, 4, 0, 7, 9, 3, 2, 6)",-13,0,G967,G966,G966
8a15,G968,"(0, 9, 8, 4, 3, 2, 7, 6, 1, 5)","(8, 6, 3, 2, 1, 5, 4, 0, 7, 9)",-13,2,--,--,?
8a15,G969,"(0, 9, 8, 4, 2, 1, 3, 7, 6, 5)","(8, 7, 3, 1, 0, 6, 5, 4, 2, 9)",-13,2,--,--,G970
8a15,G970,"(0, 6, 5, 3, 9, 8, 7, 4, 2, 1)","(5, 4, 2, 8, 7, 6, 1, 0, 9, 3)",-13,2,--,--,G969
8a15,G971,"(0, 4, 3, 8, 9, 7, 6, 2, 5, 1)","(3, 2, 7, 6, 5, 4, 1, 8, 0, 9)",-13,2,--,--,G971
m8a15,G1812,"(0, 1, 2, 3, 4, 8, 9, 5, 6, 7)","(3, 9, 4, 5, 0, 2, 6, 7, 8, 1)",3,0,G1815,?,?
m8a15,G1813,"(0, 3, 4, 5, 6, 1, 2, 8, 9, 7)","(5, 6, 8, 7, 2, 3, 9, 0, 4, 1)",3,0,?,G1813,?
m8a15,G1814,"(0, 6, 7, 9, 1, 2, 4, 3, 5, 8)","(3, 4, 5, 6, 8, 0, 1, 7, 9, 2)",3,0,G1814,G1814,G1814
m8a15,G1815,"(0, 3, 4, 5, 1, 2, 6, 7, 9, 8)","(7, 8, 2, 3, 4, 9, 0, 5, 6, 1)",3,0,G1812,?,?
m8a15,G1816,"(0, 4, 5, 6, 1, 7, 8, 2, 3, 9)","(8, 9, 2, 4, 5, 3, 6, 7, 0, 1)",3,0,?,G1816,?
m8a15,G1817,"(0, 3, 5, 4, 6, 8, 7, 9, 1, 2)","(4, 6, 7, 9, 0, 5, 1, 2, 3, 8)",3,0,G1817,?,?
8a16,G972,"(0, 1, 3, 2, 4, 5, 9, 8, 6, 7)","(2, 5, 8, 6, 7, 3, 4, 0, 9, 1)",-2,-1,--,--,G974
8a16,G973,"(0, 1, 2, 6, 5, 3, 4, 7, 9, 8)","(4, 9, 0, 1, 7, 6, 8, 2, 5, 3)",-2,-1,--,--,?
8a16,G974,"(0, 2, 3, 6, 7, 5, 4, 8, 9, 1)","(3, 4, 9, 1, 2, 0, 6, 5, 7, 8)",-2,-1,--,--,G972
8a16,G975,"(0, 1, 9, 8, 2, 3, 5, 4, 6, 7)","(6, 8, 7, 3, 4, 0, 1, 9, 2, 5)",-2,1,--,--,G977
8a16,G976,"(0, 9, 1, 4, 5, 3, 2, 6, 7, 8)","(5, 3, 6, 0, 2, 1, 7, 8, 9, 4)",-2,1,--,--,?
8a16,G977,"(0, 2, 3, 7, 6, 4, 5, 8, 9, 1)","(3, 4, 6, 5, 1, 9, 0, 2, 7, 8)",-2,1,--,--,G975
m8a16,G1830,"(0, 9, 5, 6, 4, 3, 7, 2, 1, 8)","(7, 1, 8, 0, 9, 5, 4, 6, 3, 2)",-8,-3,--,--,G1831
m8a16,G1831,"(0, 7, 9, 8, 4, 3, 5, 2, 6, 1)","(2, 1, 6, 0, 9, 7, 8, 4, 3, 5)",-8,-3,--,--,G1830
m8a16,G1832,"(0, 8, 7, 4, 3, 5, 6, 9, 2, 1)","(2, 1, 9, 8, 6, 7, 0, 4, 5, 3)",-8,-3,--,--,?
m8a16,G1818,"(0, 9, 7, 8, 2, 5, 6, 4, 3, 1)","(2, 1, 0, 4, 6, 7, 3, 9, 8, 5)",-8,-1,--,--,G1823
m8a16,G1819,"(0, 2, 3, 9, 8, 6, 7, 5, 4, 1)","(3, 4, 8, 7, 1, 0, 2, 9, 6, 5)",-8,-1,--,--,G1822
m8a16,G1820,"(0, 9, 8, 1, 2, 4, 7, 3, 6, 5)","(6, 4, 2, 3, 5, 0, 1, 9, 8, 7)",-8,-1,--,--,G1826
m8a16,G1821,"(0, 7, 1, 4, 6, 5, 3, 9, 8, 2)","(3, 9, 8, 0, 2, 1, 7, 6, 4, 5)",-8,-1,--,--,G1821
m8a16,G1822,"(0, 2, 3, 9, 8, 6, 7, 5, 4, 1)","(5, 7, 1, 2, 0, 9, 4, 3, 8, 6)",-8,-1,--,--,G1819
m8a16,G1823,"(0, 9, 2, 3, 5, 8, 7, 1, 6, 4)","(5, 3, 4, 6, 1, 2, 0, 9, 8, 7)",-8,-1,--,--,G1818
m8a16,G1824,"(0, 2, 4, 6, 5, 9, 8, 7, 3, 1)","(4, 5, 7, 3, 1, 2, 0, 9, 8, 6)",-8,-1,--,--,G1827
m8a16,G1825,"(0, 7, 3, 6, 5, 4, 9, 8, 1, 2)","(4, 1, 9, 0, 8, 7, 5, 2, 3, 6)",-8,-1,--,--,G1828
m8a16,G1826,"(0, 3, 4, 7, 5, 9, 8, 6, 2, 1)","(5, 6, 2, 3, 1, 4, 0, 9, 8, 7)",-8,-1,--,--,G1820
m8a16,G1827,"(0, 4, 6, 5, 9, 8, 7, 2, 1, 3)","(5, 2, 3, 1, 4, 0, 9, 8, 6, 7)",-8,-1,--,--,G1824
m8a16,G1828,"(0, 4, 2, 3, 6, 9, 8, 7, 5, 1)","(6, 7, 5, 1, 2, 4, 0, 3, 9, 8)",-8,-1,--,--,G1825
m8a16,G1829,"(0, 2, 4, 5, 9, 7, 8, 6, 3, 1)","(5, 6, 1, 3, 4, 0, 2, 9, 8, 7)",-8,-1,--,--,?
m8a16,G1833,"(0, 8, 4, 3, 2, 6, 5, 7, 9, 1)","(5, 3, 2, 1, 9, 0, 8, 4, 6, 7)",-8,1,--,--,G1842
m8a16,G1834,"(0, 9, 5, 3, 2, 6, 4, 7, 8, 1)","(4, 3, 2, 1, 7, 0, 8, 9, 5, 6)",-8,1,--,--,G1843
m8a16,G1835,"(0, 8, 3, 7, 6, 9, 1, 2, 5, 4)","(7, 6, 5, 4, 2, 3, 8, 0, 1, 9)",-8,1,--,--,G1836
m8a16,G1836,"(0, 8, 7, 5, 6, 9, 3, 4, 2, 1)","(6, 3, 2, 8, 4, 5, 7, 1, 0, 9)",-8,1,--,--,G1835
m8a16,G1837,"(0, 6, 4, 3, 2, 5, 8, 9, 7, 1)","(3, 2, 8, 1, 7, 9, 0, 6, 4, 5)",-8,1,--,--,G1839
m8a16,G1838,"(0, 8, 5, 3, 4, 2, 6, 7, 9, 1)","(4, 3, 2, 9, 1, 7, 8, 0, 5, 6)",-8,1,--,--,?
m8a16,G1839,"(0, 1, 4, 3, 8, 7, 6, 9, 5, 2)","(6, 9, 0, 7, 5, 4, 2, 3, 1, 8)",-8,1,--,--,G1837
m8a16,G1840,"(0, 7, 6, 4, 5, 3, 2, 8, 9, 1)","(6, 5, 2, 9, 1, 0, 4, 3, 7, 8)",-8,1,--,--,G1841
m8a16,G1841,"(0, 7, 6, 4, 5, 3, 2, 8, 9, 1)","(5, 3, 8, 7, 2, 1, 9, 0, 4, 6)",-8,1,--,--,G1840
m8a16,G1842,"(0, 2, 1, 6, 5, 4, 8, 7, 9, 3)","(6, 7, 5, 4, 3, 9, 2, 0, 1, 8)",-8,1,--,--,G1833
m8a16,G1843,"(0, 9, 2, 8, 1, 3, 4, 7, 6, 5)","(8, 7, 6, 4, 5, 0, 2, 3, 1, 9)",-8,1,--,--,G1834
m8a16,G1844,"(0, 4, 3, 9, 7, 6, 8, 1, 5, 2)","(7, 8, 6, 5, 1, 0, 2, 4, 3, 9)",-8,1,--,--,G1844
m8a16,G1845,"(0, 7, 6, 1, 5, 4, 2, 3, 9, 8)","(6, 5, 2, 4, 3, 9, 8, 0, 7, 1)",-8,3,--,--,G1846
m8a16,G1846,"(0, 5, 9, 6, 8, 7, 3, 2, 4, 1)","(6, 8, 7, 3, 4, 2, 1, 5, 0, 9)",-8,3,--,--,G1845
m8a16,G1847,"(0, 9, 2, 5, 6, 8, 7, 4, 3, 1)","(8, 6, 7, 1, 4, 5, 3, 2, 0, 9)",-8,3,--,--,?
8a17,G978,"(0, 9, 1, 2, 5, 6, 8, 7, 4, 3)","(4, 2, 3, 6, 7, 0, 1, 9, 8, 5)",-5,-2,--,--,G983
8a17,G979,"(0, 8, 9, 2, 5, 6, 7, 4, 3, 1)","(2, 1, 3, 6, 7, 8, 0, 9, 5, 4)",-5,-2,--,--,G981
8a17,G980,"(0, 2, 1, 3, 9, 6, 8, 7, 4, 5)","(4, 6, 5, 7, 2, 0, 1, 9, 8, 3)",-5,-2,--,--,G982
8a17,G981,"(0, 5, 4, 1, 2, 3, 8, 9, 7, 6)","(7, 9, 6, 5, 0, 1, 2, 4, 3, 8)",-5,-2,--,--,G979
8a17,G982,"(0, 8, 9, 1, 5, 7, 6, 2, 4, 3)","(4, 2, 3, 6, 8, 0, 9, 7, 1, 5)",-5,-2,--,--,G980
8a17,G983,"(0, 5, 4, 6, 7, 3, 2, 8, 9, 1)","(2, 1, 9, 0, 5, 6, 4, 3, 7, 8)",-5,-2,--,--,G978
8a17,G984,"(0, 5, 4, 3, 6, 7, 8, 1, 9, 2)","(3, 2, 1, 9, 0, 5, 6, 7, 4, 8)",-5,0,G986,G987,G989
8a17,G985,"(0, 9, 3, 2, 4, 1, 5, 7, 6, 8)","(7, 1, 0, 8, 9, 6, 3, 4, 2, 5)",-5,0,G992,G999,G988
8a17,G986,"(0, 1, 9, 8, 7, 5, 2, 3, 4, 6)","(5, 7, 4, 6, 0, 9, 8, 1, 2, 3)",-5,0,G984,G989,G987
8a17,G987,"(0, 1, 6, 7, 8, 5, 9, 4, 3, 2)","(4, 7, 8, 9, 2, 0, 3, 1, 6, 5)",-5,0,G989,G984,G986
8a17,G988,"(0, 8, 7, 9, 1, 3, 2, 4, 6, 5)","(6, 3, 1, 2, 4, 0, 5, 8, 9, 7)",-5,0,G999,G992,G985
8a17,G989,"(0, 9, 2, 3, 4, 6, 8, 5, 7, 1)","(6, 3, 4, 5, 7, 1, 2, 0, 9, 8)",-5,0,G987,G986,G984
8a17,G990,"(0, 8, 9, 2, 6, 7, 3, 1, 5, 4)","(5, 3, 4, 7, 8, 1, 0, 9, 2, 6)",-5,0,G991,G998,G997
8a17,G991,"(0, 1, 9, 8, 5, 4, 6, 2, 3, 7)","(5, 6, 4, 0, 3, 7, 9, 8, 1, 2)",-5,0,G990,G997,G998
8a17,G992,"(0, 1, 3, 2, 5, 4, 9, 7, 6, 8)","(2, 4, 9, 7, 8, 6, 5, 3, 0, 1)",-5,0,G985,G988,G999
8a17,G993,"(0, 9, 2, 1, 6, 4, 5, 3, 7, 8)","(7, 4, 5, 3, 2, 8, 0, 9, 1, 6)",-5,0,G996,G994,G995
8a17,G994,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(8, 4, 6, 5, 7, 2, 3, 0, 1, 9)",-5,0,G995,G993,G996
8a17,G995,"(0, 9, 2, 1, 6, 4, 5, 3, 7, 8)","(6, 5, 7, 3, 2, 0, 1, 8, 9, 4)",-5,0,G994,G996,G993
8a17,G996,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(8, 6, 7, 4, 5, 0, 2, 1, 3, 9)",-5,0,G993,G995,G994
8a17,G997,"(0, 7, 8, 4, 5, 3, 2, 6, 9, 1)","(3, 1, 6, 7, 2, 9, 8, 0, 4, 5)",-5,0,G998,G991,G990
8a17,G998,"(0, 1, 4, 5, 8, 7, 9, 3, 6, 2)","(5, 6, 9, 3, 4, 0, 2, 1, 8, 7)",-5,0,G997,G990,G991
8a17,G999,"(0, 9, 3, 2, 4, 1, 5, 6, 8, 7)","(6, 1, 0, 8, 9, 7, 3, 4, 5, 2)",-5,0,G988,G985,G992
8a17,G1000,"(0, 9, 7, 8, 3, 4, 5, 2, 1, 6)","(8, 3, 2, 4, 5, 6, 1, 0, 7, 9)",-5,2,--,--,G1002
8a17,G1001,"(0, 2, 3, 9, 8, 4, 5, 7, 6, 1)","(3, 4, 8, 7, 5, 6, 1, 2, 0, 9)",-5,2,--,--,G1005
8a17,G1002,"(0, 8, 7, 4, 5, 6, 9, 2, 3, 1)","(7, 6, 2, 1, 3, 4, 5, 8, 0, 9)",-5,2,--,--,G1000
8a17,G1003,"(0, 9, 1, 7, 6, 8, 2, 4, 5, 3)","(8, 2, 6, 4, 3, 5, 7, 0, 1, 9)",-5,2,--,--,G1004
8a17,G1004,"(0, 1, 8, 7, 9, 6, 2, 4, 3, 5)","(2, 7, 6, 4, 5, 3, 8, 0, 9, 1)",-5,2,--,--,G1003
8a17,G1005,"(0, 9, 6, 5, 7, 8, 1, 2, 4, 3)","(8, 5, 4, 2, 3, 6, 7, 0, 1, 9)",-5,2,--,--,G1001
8a18,G1006,"(0, 4, 6, 5, 1, 3, 2, 8, 7, 9)","(5, 8, 9, 7, 6, 0, 4, 3, 1, 2)",-5,-2,--,--,G1006
8a18,G1007,"(0, 2, 1, 5, 4, 7, 6, 8, 9, 3)","(5, 6, 4, 3, 9, 2, 0, 1, 7, 8)",-5,0,?,?,G1008
8a18,G1008,"(0, 5, 4, 7, 6, 8, 9, 1, 3, 2)","(4, 3, 1, 2, 9, 0, 5, 7, 8, 6)",-5,0,?,?,G1007
8a18,G1009,"(0, 4, 5, 3, 2, 1, 6, 8, 7, 9)","(6, 8, 2, 9, 7, 4, 3, 5, 0, 1)",-5,0,?,?,?
8a18,G1010,"(0, 2, 1, 7, 6, 8, 4, 3, 5, 9)","(7, 8, 6, 5, 9, 3, 2, 0, 1, 4)",-5,2,--,--,G1010
10n2,G180,"(0, 6, 7, 9, 5, 8, 1, 2, 4, 3)","(4, 8, 1, 2, 0, 3, 6, 7, 9, 5)",-4,-1,--,--,G180
10n2,G181,"(0, 9, 1, 2, 5, 8, 4, 6, 7, 3)","(8, 4, 6, 7, 0, 3, 1, 2, 5, 9)",-4,1,--,--,G181
m10n2,G1185,"(0, 7, 6, 8, 9, 4, 3, 5, 2, 1)","(2, 1, 9, 0, 5, 7, 6, 8, 4, 3)",-6,-3,--,--,G1185
m10n2,G1184,"(0, 7, 4, 8, 6, 5, 9, 2, 3, 1)","(5, 2, 9, 1, 0, 7, 3, 4, 8, 6)",-6,-1,--,--,G1184
m10n2,G1186,"(0, 8, 9, 2, 6, 5, 3, 7, 4, 1)","(5, 3, 7, 8, 4, 1, 0, 2, 9, 6)",-6,1,--,--,G1186
m10n2,G1187,"(0, 9, 6, 8, 7, 2, 3, 5, 4, 1)","(8, 7, 3, 5, 4, 6, 1, 2, 0, 9)",-6,3,--,--,G1187
10n3,G249,"(0, 2, 1, 3, 6, 7, 8, 9, 5, 4)","(3, 5, 4, 7, 8, 9, 0, 2, 1, 6)",0,-1,--,--,G249
10n3,G250,"(0, 2, 8, 7, 3, 4, 5, 6, 9, 1)","(6, 9, 1, 0, 8, 2, 3, 4, 5, 7)",0,-1,--,--,G249
10n3,G251,"(0, 9, 5, 6, 7, 8, 1, 3, 2, 4)","(8, 3, 2, 4, 5, 6, 7, 0, 9, 1)",0,1,--,--,G251
10n3,G252,"(0, 2, 5, 6, 7, 8, 4, 3, 9, 1)","(4, 6, 7, 8, 9, 3, 1, 0, 2, 5)",0,1,--,--,G251
m10n3,G1269,"(0, 4, 3, 2, 1, 8, 6, 7, 5, 9)","(6, 7, 5, 4, 3, 2, 9, 0, 8, 1)",-10,-3,--,--,G1269
m10n3,G1268,"(0, 6, 7, 9, 8, 5, 2, 3, 4, 1)","(4, 8, 2, 3, 1, 0, 6, 7, 9, 5)",-10,-1,--,--,G1268
m10n3,G1270,"(0, 7, 8, 9, 6, 3, 2, 4, 5, 1)","(6, 2, 4, 5, 1, 0, 8, 9, 3, 7)",-10,1,--,--,G1270
m10n3,G1271,"(0, 4, 2, 3, 1, 8, 7, 6, 5, 9)","(8, 1, 9, 0, 7, 6, 5, 4, 2, 3)",-10,3,--,--,G1271
10n4,G285,"(0, 9, 8, 7, 4, 6, 5, 3, 1, 2)","(3, 1, 0, 9, 8, 2, 7, 6, 4, 5)",-13,-4,--,--,G286
10n4,G286,"(0, 8, 9, 7, 4, 6, 5, 3, 2, 1)","(2, 1, 5, 0, 8, 9, 7, 6, 4, 3)",-13,-4,--,--,G285
10n4,G279,"(0, 7, 9, 6, 1, 5, 4, 3, 2, 8)","(5, 1, 2, 0, 8, 9, 7, 6, 4, 3)",-13,-2,--,--,G284
10n4,G280,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(3, 1, 6, 2, 0, 8, 7, 5, 4, 9)",-13,-2,--,--,G281
10n4,G281,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(4, 1, 3, 0, 8, 7, 2, 6, 5, 9)",-13,-2,--,--,G280
10n4,G282,"(0, 1, 3, 2, 9, 6, 5, 8, 7, 4)","(6, 7, 5, 4, 3, 2, 0, 1, 9, 8)",-13,-2,--,--,G282
10n4,G283,"(0, 5, 4, 9, 8, 7, 6, 3, 1, 2)","(4, 3, 1, 2, 0, 9, 8, 7, 5, 6)",-13,-2,--,--,G283
10n4,G284,"(0, 9, 8, 7, 5, 3, 1, 4, 2, 6)","(4, 1, 0, 2, 9, 8, 6, 7, 5, 3)",-13,-2,--,--,G279
10n4,G287,"(0, 4, 3, 9, 6, 8, 5, 7, 2, 1)","(6, 8, 5, 4, 2, 3, 1, 0, 9, 7)",-13,0,G288,G290,G292
10n4,G288,"(0, 9, 7, 8, 6, 2, 1, 4, 5, 3)","(5, 4, 2, 3, 1, 0, 7, 8, 9, 6)",-13,0,G287,G292,G290
10n4,G289,"(0, 7, 9, 4, 6, 1, 5, 3, 2, 8)","(5, 1, 3, 2, 0, 8, 9, 7, 6, 4)",-13,0,G293,G294,G291
10n4,G290,"(0, 4, 2, 3, 9, 7, 8, 6, 5, 1)","(7, 8, 6, 5, 4, 1, 2, 3, 0, 9)",-13,0,G292,G287,G288
10n4,G291,"(0, 5, 8, 7, 3, 6, 4, 1, 9, 2)","(4, 1, 3, 2, 9, 0, 8, 7, 5, 6)",-13,0,G294,G293,G289
10n4,G292,"(0, 1, 8, 7, 6, 4, 5, 3, 2, 9)","(6, 7, 5, 2, 1, 9, 0, 8, 4, 3)",-13,0,G290,G288,G287
10n4,G293,"(0, 2, 1, 8, 9, 7, 6, 4, 5, 3)","(4, 7, 6, 2, 5, 3, 0, 8, 1, 9)",-13,0,G289,G291,G294
10n4,G294,"(0, 8, 7, 5, 6, 2, 4, 3, 1, 9)","(6, 4, 3, 9, 1, 8, 0, 5, 7, 2)",-13,0,G291,G289,G293
10n4,G295,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 7, 6, 0, 5, 4, 2, 9, 1, 8)",-13,2,--,--,G297
10n4,G296,"(0, 6, 5, 4, 3, 7, 2, 9, 1, 8)","(5, 4, 2, 1, 9, 0, 8, 6, 7, 3)",-13,2,--,--,G298
10n4,G297,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 8, 7, 5, 4, 2, 0, 6, 1, 9)",-13,2,--,--,G295
10n4,G298,"(0, 4, 2, 5, 3, 1, 9, 8, 7, 6)","(3, 1, 9, 0, 8, 7, 4, 6, 5, 2)",-13,2,--,--,G296
10n4,G299,"(0, 1, 9, 6, 5, 4, 3, 8, 7, 2)","(6, 7, 5, 4, 3, 2, 0, 1, 9, 8)",-13,2,--,--,G299
10n4,G300,"(0, 7, 6, 9, 8, 5, 2, 1, 3, 4)","(6, 5, 3, 4, 2, 1, 0, 9, 7, 8)",-13,2,--,--,G300
10n4,G301,"(0, 9, 8, 6, 5, 7, 4, 2, 3, 1)","(8, 7, 5, 4, 2, 3, 1, 6, 0, 9)",-13,4,--,--,G302
10n4,G302,"(0, 1, 9, 7, 6, 8, 5, 4, 3, 2)","(7, 8, 6, 5, 0, 4, 3, 2, 1, 9)",-13,4,--,--,G301
m10n4,G1312,"(0, 1, 2, 4, 5, 7, 6, 8, 3, 9)","(8, 9, 0, 1, 3, 4, 2, 5, 7, 6)",3,0,G1315,G1314,G1313
m10n4,G1313,"(0, 1, 2, 3, 9, 4, 5, 7, 6, 8)","(2, 3, 4, 7, 5, 6, 8, 0, 9, 1)",3,0,G1314,G1315,G1312
m10n4,G1314,"(0, 3, 5, 4, 6, 7, 8, 9, 1, 2)","(4, 6, 1, 7, 8, 9, 0, 2, 3, 5)",3,0,G1313,G1312,G1315
m10n4,G1315,"(0, 1, 3, 5, 4, 6, 7, 8, 9, 2)","(4, 9, 0, 2, 1, 3, 5, 6, 7, 8)",3,0,G1312,G1313,G1314
10n6,G303,"(0, 1, 6, 4, 8, 9, 3, 2, 7, 5)","(2, 9, 0, 7, 5, 6, 8, 4, 3, 1)",-6,-1,--,--,G305
10n6,G304,"(0, 9, 4, 2, 6, 7, 3, 1, 5, 8)","(3, 1, 0, 7, 8, 5, 6, 4, 9, 2)",-6,-1,--,--,G309
10n6,G305,"(0, 6, 5, 2, 8, 1, 7, 3, 4, 9)","(8, 9, 7, 6, 3, 4, 2, 5, 0, 1)",-6,-1,--,--,G303
10n6,G306,"(0, 6, 7, 9, 5, 1, 8, 2, 4, 3)","(4, 8, 1, 2, 0, 6, 3, 7, 9, 5)",-6,-1,--,--,G310
10n6,G307,"(0, 1, 3, 2, 8, 9, 7, 5, 6, 4)","(5, 6, 0, 9, 1, 4, 3, 8, 2, 7)",-6,-1,--,--,G308
10n6,G308,"(0, 9, 6, 4, 5, 3, 1, 2, 7, 8)","(5, 3, 2, 7, 8, 6, 4, 0, 9, 1)",-6,-1,--,--,G307
10n6,G309,"(0, 6, 2, 8, 9, 3, 5, 4, 1, 7)","(4, 1, 9, 0, 7, 8, 2, 6, 5, 3)",-6,-1,--,--,G304
10n6,G310,"(0, 6, 3, 4, 8, 5, 2, 7, 9, 1)","(2, 1, 7, 9, 3, 0, 6, 4, 5, 8)",-6,-1,--,--,G306
